price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,sqft_basement,yr_built,yr_renovated,city,country
263000.0,3.0,1.75,1570,7775,2.0,0,3,0,1982,0,Kent,USA
330000.0,6.0,2.25,3040,28535,1.0,0,3,1150,1951,1994,Kent,USA
299995.0,2.0,1.0,1060,7200,1.0,0,4,0,1951,1999,Shoreline,USA
1150000.0,3.0,2.0,2110,18815,2.0,0,5,0,1979,0,Sammamish,USA
440000.0,3.0,2.75,1560,7392,1.0,0,5,530,1972,0,Kirkland,USA
205000.0,3.0,1.0,1050,8498,1.0,0,3,0,1958,2004,Kent,USA
261350.0,3.0,1.75,1390,18200,1.0,0,4,0,1962,0,Federal Way,USA
466800.0,3.0,2.5,1480,14250,2.0,0,3,0,1996,0,Kirkland,USA
135333.333333,4.0,1.0,1200,7200,1.5,0,3,0,1944,0,Seattle,USA
610000.0,3.0,2.5,2630,5827,2.0,0,3,0,2001,0,Redmond,USA
357500.0,3.0,3.5,2080,5100,2.0,0,3,0,2004,2003,Maple Valley,USA
875000.0,4.0,2.75,3790,10669,2.0,0,3,0,1999,0,Sammamish,USA
930000.0,3.0,2.5,3100,20553,1.0,0,3,0,1954,2005,Shoreline,USA
479000.0,3.0,1.0,1340,13750,1.0,0,4,0,1955,2009,Bellevue,USA
435000.0,3.0,2.25,1890,7200,1.0,0,4,660,1973,0,Seattle,USA
312000.0,4.0,2.25,1930,7452,1.0,0,3,500,1984,0,Kent,USA
308830.769231,2.0,1.0,810,4800,1.0,0,3,0,1919,2001,Seattle,USA
234000.0,2.0,1.0,940,5375,1.0,0,4,0,1952,0,Des Moines,USA
420000.0,5.0,2.75,2280,10319,1.0,0,3,980,1959,1989,Shoreline,USA
407000.0,4.0,2.25,2810,23400,1.0,1,3,1100,1958,2004,Des Moines,USA
385000.0,3.0,2.25,1710,11500,1.0,0,3,500,1978,0,Kenmore,USA
132250.0,4.0,2.25,2192,12128,2.0,0,3,0,2006,0,Kent,USA
279900.0,3.0,1.75,1580,8151,1.0,1,4,480,1962,0,Des Moines,USA
750000.0,4.0,2.5,2980,4930,2.0,0,3,90,2000,0,Bellevue,USA
522000.0,3.0,1.75,1730,8400,1.0,0,4,330,1980,0,Redmond,USA
360000.0,3.0,1.75,1500,7200,1.0,0,3,0,1957,2000,Shoreline,USA
490000.0,5.0,3.5,4460,2975,3.0,2,3,1180,2013,1923,Seattle,USA
712000.0,4.0,2.5,3400,247421,2.0,0,3,0,2001,0,Ravensdale,USA
585000.0,4.0,1.75,3000,42200,1.0,3,3,1500,1950,2005,Renton,USA
280000.0,2.0,1.0,1010,3000,1.0,0,4,0,1925,1968,North Bend,USA
435000.0,3.0,1.0,1270,4000,1.5,2,3,0,1928,1954,Seattle,USA
610000.0,4.0,1.75,1830,29110,2.0,0,3,600,1990,2009,Mercer Island,USA
669950.0,4.0,2.5,2670,11877,2.0,0,3,0,1996,0,Sammamish,USA
650000.0,3.0,1.5,1380,4500,1.0,0,5,0,1960,0,Mercer Island,USA
292285.714286,3.0,1.75,1890,13860,1.0,0,5,0,1966,0,Kent,USA
285000.0,3.0,2.5,1870,4060,2.0,0,3,0,2005,0,Kent,USA
599000.0,4.0,2.25,2260,29930,2.0,0,4,860,1977,0,Bellevue,USA
515000.0,3.0,2.5,3370,19585,2.0,0,3,170,1951,1994,Shoreline,USA
756000.0,4.0,2.25,2160,5600,1.0,0,5,1080,1947,0,Seattle,USA
497000.0,4.0,2.5,2240,7200,2.0,0,3,0,1995,0,Seattle,USA
381000.0,3.0,1.75,1800,6000,1.0,0,5,900,1950,0,Shoreline,USA
850000.0,3.0,2.25,2870,8170,2.0,0,3,620,1995,0,Seattle,USA
390000.0,4.0,2.0,1900,76877,1.0,0,3,0,2004,2003,Kent,USA
822500.0,5.0,3.5,2320,4960,2.0,0,5,600,1926,0,Seattle,USA
335500.0,3.0,1.0,1370,6780,2.0,0,3,0,1930,1997,Seattle,USA
267500.0,3.0,1.75,1590,11914,1.0,2,3,500,1957,2000,SeaTac,USA
530000.0,4.0,2.5,2050,6360,2.0,0,3,0,1988,2000,Issaquah,USA
619000.0,3.0,2.5,2720,6439,2.0,0,3,0,2005,0,Snoqualmie,USA
299950.0,3.0,2.5,1870,7942,2.0,0,3,0,1990,2009,Auburn,USA
363990.0,4.0,2.5,2240,3712,2.0,0,3,0,2014,0,Maple Valley,USA
615000.0,4.0,2.5,2150,9070,2.0,0,4,0,1985,0,Redmond,USA
1195000.0,5.0,2.75,3650,13297,2.0,0,5,900,1969,0,Mercer Island,USA
478000.0,3.0,1.0,1280,2580,1.5,0,3,0,1910,2014,Seattle,USA
436500.0,2.0,1.0,1260,5000,1.0,0,3,220,1951,1994,Seattle,USA
960000.0,5.0,4.0,3720,15200,2.0,0,3,0,2005,0,Sammamish,USA
345000.0,3.0,2.25,2120,15003,2.0,0,3,0,1984,0,Renton,USA
568000.0,3.0,2.0,2350,5080,1.5,0,3,570,1929,0,Seattle,USA
400000.0,3.0,1.0,1430,10005,1.5,0,4,0,1950,1983,Seattle,USA
1100000.0,4.0,3.75,2930,3200,1.5,0,5,800,1925,0,Seattle,USA
406000.0,4.0,1.0,1580,8475,1.5,2,4,0,1928,0,Seattle,USA
330000.0,3.0,1.75,1430,8865,1.0,0,3,0,1950,2005,Seattle,USA
423000.0,4.0,1.75,1880,7303,1.0,0,3,870,1976,0,Kirkland,USA
289987.5,3.0,1.75,1570,15330,1.0,0,3,490,1956,2001,Burien,USA
294700.0,3.0,2.0,1970,9600,1.0,0,4,670,1967,0,Federal Way,USA
1298000.0,4.0,3.5,2790,10125,1.5,0,5,0,1985,0,Mercer Island,USA
248500.0,4.0,1.75,1720,10018,1.0,0,5,0,1960,0,Covington,USA
1010000.0,2.0,2.0,1460,9052,1.0,2,5,0,1900,0,Kirkland,USA
248000.0,4.0,3.5,1850,6519,2.0,0,3,720,1986,0,Federal Way,USA
732000.0,3.0,2.5,2330,1987,2.0,4,3,920,2004,2003,Seattle,USA
2351956.0,4.0,4.25,5010,19412,2.0,1,3,1010,2014,0,Mercer Island,USA
450000.0,3.0,1.75,1610,11200,1.0,0,3,0,1955,2005,Kirkland,USA
527550.0,1.0,0.75,820,59677,1.0,0,3,0,1999,0,Snoqualmie,USA
165000.0,3.0,1.0,970,6600,1.0,0,3,0,1965,1993,Burien,USA
525000.0,3.0,3.0,2470,36445,2.0,0,4,0,1980,0,Issaquah,USA
410000.0,4.0,2.0,1970,10500,1.0,0,3,150,1961,2004,Burien,USA
1165000.0,3.0,3.0,3790,5001,2.0,0,3,980,1989,0,Seattle,USA
199950.0,5.0,2.5,1740,8750,1.0,0,4,0,1959,0,Des Moines,USA
450000.0,4.0,2.75,2310,5650,1.0,2,3,980,1952,2012,Seattle,USA
403000.0,2.0,1.0,1100,3598,1.0,0,4,0,1926,1993,Seattle,USA
385000.0,3.0,3.25,1320,1327,2.0,0,3,280,2008,0,Seattle,USA
387884.615385,3.0,1.75,1590,8219,1.5,0,5,620,1938,0,Kirkland,USA
1100000.0,4.0,3.75,5070,60123,2.0,0,3,0,2000,0,Redmond,USA
445000.0,2.0,2.0,1150,6634,1.0,0,3,290,1940,1996,Seattle,USA
389250.0,2.0,1.5,1490,4080,1.0,0,3,560,1956,2001,Seattle,USA
198000.0,3.0,1.5,1430,7347,1.0,0,3,610,1980,0,Federal Way,USA
1225000.0,4.0,2.25,3070,16028,1.0,3,3,1200,1976,0,Mercer Island,USA
480000.0,5.0,2.5,2732,9500,1.0,2,4,862,1975,0,Federal Way,USA
185000.0,3.0,1.0,1150,8100,1.0,0,3,0,1932,0,Seattle,USA
317000.0,3.0,2.5,1840,5011,2.0,0,3,0,2012,1912,Maple Valley,USA
880000.0,6.0,2.5,2640,3680,2.0,0,5,880,1922,1956,Seattle,USA
835000.0,3.0,2.25,2120,54014,2.0,0,4,0,1964,0,Bellevue,USA
700000.0,3.0,1.75,1910,4800,1.0,0,3,830,1959,1989,Seattle,USA
2750000.0,4.0,3.25,4430,21000,2.0,0,3,0,1952,2007,Medina,USA
425000.0,3.0,2.5,1870,5449,2.0,0,3,0,2003,0,Bothell,USA
269950.0,4.0,2.5,2540,8400,2.0,0,5,0,1977,0,Kent,USA
327500.0,3.0,2.25,2310,7200,2.0,0,3,0,1990,2009,Kent,USA
585000.0,3.0,1.75,1850,7735,1.0,0,4,0,1983,0,Issaquah,USA
544000.0,3.0,2.5,1460,1613,2.0,0,3,280,2007,0,Seattle,USA
574000.0,3.0,2.5,2380,6832,2.0,0,3,0,2002,0,Snoqualmie,USA
189650.0,2.0,1.75,1100,7600,1.0,0,3,0,1980,0,Des Moines,USA
475000.0,7.0,3.5,2870,29699,1.0,0,3,1350,1961,2004,Seattle,USA
600000.0,3.0,2.25,1480,5400,2.0,0,4,0,1914,1945,Seattle,USA
384950.0,3.0,2.5,1860,3690,2.0,0,3,0,2000,0,Kenmore,USA
875000.0,3.0,2.75,2280,4280,1.0,0,5,1000,1917,0,Seattle,USA
285000.0,3.0,1.0,1210,4731,1.5,0,3,0,1901,0,Seattle,USA
565000.0,2.0,1.75,1330,6000,1.0,0,4,370,1914,1945,Seattle,USA
575000.0,4.0,2.5,3020,17810,1.0,0,3,1420,1979,2014,Lake Forest Park,USA
835000.0,4.0,2.0,1910,6960,1.5,0,5,0,1941,0,Seattle,USA
345100.0,3.0,3.75,1950,8625,1.0,0,3,590,1959,1989,Seattle,USA
1619999.0,4.0,3.0,3900,9750,1.0,4,5,1380,1972,0,Bellevue,USA
258000.0,3.0,1.0,1490,7435,1.0,0,3,370,1969,2010,Des Moines,USA
695000.0,3.0,2.75,2540,4694,2.0,0,3,0,2005,0,Sammamish,USA
340000.0,2.0,1.5,1160,1438,2.0,0,3,0,2001,0,Seattle,USA
283200.0,4.0,2.5,1982,6406,2.0,0,3,0,2004,2003,Kent,USA
363000.0,4.0,2.5,3753,7204,2.0,0,3,417,2008,0,Federal Way,USA
404950.0,4.0,2.25,2340,217014,1.0,0,4,0,1982,2011,Auburn,USA
390000.0,4.0,2.25,1770,33132,1.0,0,4,580,1965,0,Renton,USA
599990.0,3.0,2.25,2680,9162,1.0,0,3,1110,1978,0,Issaquah,USA
490000.0,3.0,2.0,2220,10275,2.0,0,3,580,1980,0,Issaquah,USA
170500.0,2.0,1.0,1060,7700,1.0,0,3,240,1981,2013,Renton,USA
899950.0,4.0,3.5,3290,5414,2.0,1,3,930,2006,0,Kirkland,USA
548000.0,3.0,2.5,2110,4099,2.0,0,3,0,2001,0,Woodinville,USA
1042031.0,4.0,5.0,4110,43560,2.0,0,4,0,1978,2000,Bellevue,USA
484998.0,4.0,2.5,1540,1870,2.0,0,3,0,2014,0,Issaquah,USA
268000.0,3.0,1.75,1970,10270,1.0,0,4,0,1966,0,Kent,USA
439950.0,3.0,2.5,1770,2875,2.0,0,3,0,1990,2009,Seattle,USA
332000.0,1.0,1.0,960,2640,1.0,0,3,200,1908,1988,Seattle,USA
526000.0,3.0,1.75,1680,3420,1.0,0,3,720,1992,0,Seattle,USA
250250.0,3.0,2.25,2210,8000,2.0,0,4,0,1969,0,Federal Way,USA
742000.0,3.0,3.25,1540,704,3.0,0,3,0,2011,0,Seattle,USA
555000.0,3.0,2.5,3160,4270,2.0,0,3,510,2006,0,Bothell,USA
233166.666667,3.0,2.0,1570,7000,2.0,2,4,520,1971,0,Seattle,USA
695000.0,3.0,2.5,2390,4555,2.0,0,3,0,2006,0,Sammamish,USA
652500.0,4.0,2.5,2700,9122,2.0,0,3,0,1990,2009,Issaquah,USA
1215000.0,4.0,3.75,3820,53574,1.0,0,3,0,1994,0,Woodinville,USA
440000.0,4.0,2.0,1450,8400,1.5,0,4,0,1962,0,Kirkland,USA
800000.0,4.0,2.5,2680,7200,1.0,0,3,1300,1952,2013,Kirkland,USA
965000.0,4.0,2.5,2460,5000,2.0,0,5,840,1938,0,Seattle,USA
519000.0,4.0,2.5,1950,2617,1.5,0,4,700,1910,0,Seattle,USA
160000.0,3.0,1.0,1210,103237,1.0,0,2,0,1918,1960,Vashon,USA
132500.0,4.0,1.0,1540,115434,1.5,0,4,0,1923,0,Kent,USA
387000.0,2.0,2.25,1230,1280,2.0,0,3,270,2012,1912,Seattle,USA
1225000.0,4.0,2.5,2740,16007,2.0,0,3,0,1984,0,Medina,USA
330000.0,2.0,1.0,860,8308,1.0,0,4,0,1948,0,Seattle,USA
325000.0,4.0,1.5,1470,70800,1.0,0,3,0,1976,0,Ravensdale,USA
433000.0,4.0,2.5,2280,7568,2.0,0,4,0,2001,0,Renton,USA
249000.0,3.0,1.0,1110,8423,1.0,0,3,0,1952,2008,Burien,USA
263000.0,3.0,1.75,1410,8100,2.0,0,3,0,1985,0,Maple Valley,USA
525000.0,5.0,3.0,2450,4591,2.0,0,3,0,1994,0,Seattle,USA
309000.0,3.0,2.25,1980,8755,1.0,0,4,680,1963,0,Des Moines,USA
385000.0,3.0,1.75,2310,11200,1.0,0,4,680,1978,2000,Kent,USA
436110.0,3.0,2.5,1770,1235,3.0,0,3,170,2007,0,Seattle,USA
750500.0,5.0,3.0,2170,2440,1.5,0,4,720,1911,1966,Seattle,USA
282613.0,2.0,1.0,830,6017,1.0,0,4,0,1954,1979,Shoreline,USA
232000.0,3.0,1.5,1460,15000,1.0,0,3,0,1966,1963,Auburn,USA
249950.0,2.0,1.0,940,8532,1.0,0,4,0,1959,0,Burien,USA
1150000.0,6.0,4.5,6040,219542,2.0,0,3,1940,1996,0,Issaquah,USA
635000.0,4.0,2.5,3080,35430,2.0,0,3,0,1997,0,Redmond,USA
340000.0,5.0,1.0,1120,9022,1.5,0,4,0,1962,0,Kirkland,USA
265050.0,2.0,1.5,800,2119,2.0,0,3,0,2008,0,Seattle,USA
600000.0,5.0,2.25,2980,7781,1.0,0,3,1400,1960,2012,Seattle,USA
