price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,sqft_basement,yr_built,yr_renovated,city,country
568500.0,4.0,3.5,2180.0,7519.0,2.0,0,3,870.0,2007,0,Snoqualmie,USA
376000.0,4.0,2.25,1150.0,4000.0,2.0,0,4,0.0,1979,0,Issaquah,USA
435000.0,2.0,1.0,2300.0,9521.0,1.0,0,3,0.0,1910,2006,Seattle,USA
256750.0,3.0,2.5,1990.0,8991.0,2.0,0,3,420.0,1994,0,Auburn,USA
435000.0,4.0,3.0,1890.0,7200.0,2.5,0,3,660.0,1941,2005,Seattle,USA
399950.0,2.0,1.0,723.8,1157.0,1.0,0,4,0.0,1959,0,Federal Way,USA
475000.0,3.0,2.0,1540.0,54450.0,1.0,0,3,0.0,2008,0,Maple Valley,USA
700000.0,3.0,1.0,3150.0,7778.0,1.0,0,3,0.0,1957,2000,Seattle,USA
326983.333333,3.0,2.75,1490.0,4522.0,2.0,0,3,0.0,2012,1912,Duvall,USA
312891.0,2.0,1.0,2300.0,8214.0,1.0,0,3,0.0,1950,2005,Tukwila,USA
490000.0,5.0,3.0,1920.0,5405.0,2.0,0,4,960.0,1985,0,Medina,USA
485000.0,4.0,2.5,2470.0,35073.0,1.5,0,4,0.0,1910,0,Seattle,USA
585000.0,2.0,1.0,1870.0,2807.0,1.0,0,4,290.0,1942,1982,Seattle,USA
794154.0,4.0,2.5,2210.0,8556.0,1.0,0,4,1000.0,1973,0,Shoreline,USA
610000.0,5.0,3.0,2480.0,45302.0,1.5,0,4,860.0,1911,1966,Seattle,USA
543000.0,4.0,2.5,2090.0,7640.0,2.0,0,3,730.0,2013,1923,Kirkland,USA
565000.0,3.0,2.0,4140.0,9066.0,2.0,0,4,1540.0,1981,0,Vashon,USA
1200000.0,2.0,2.5,3990.0,13470.0,2.0,0,3,0.0,1997,0,Kirkland,USA
265000.0,3.0,2.5,1530.0,6000.0,2.0,0,3,0.0,2004,2003,Seattle,USA
756000.0,2.0,1.0,2160.0,5600.0,1.0,0,5,1080.0,1953,0,Renton,USA
300000.0,3.0,2.5,1090.0,9900.0,2.0,4,3,0.0,1973,2013,Kent,USA
299995.0,4.0,2.5,1970.0,7500.0,2.0,2,4,0.0,1994,0,Enumclaw,USA
345000.0,4.0,1.75,1180.0,944.42,1.5,0,4,190.0,1945,0,Seattle,USA
450000.0,1.0,1.0,2160.0,4333.0,1.0,0,3,900.0,1928,1954,Seattle,USA
355000.0,4.0,1.75,3000.0,5470.0,1.0,0,3,0.0,1968,1997,Renton,USA
328423.0,4.0,2.75,1730.0,3600.0,2.0,0,3,0.0,1996,0,Woodinville,USA
485000.0,2.0,2.5,1500.0,4100.0,2.0,0,3,130.0,2011,0,Seattle,USA
449950.0,4.0,2.5,1560.0,4080.0,2.0,0,5,0.0,1908,0,Seattle,USA
390000.0,3.0,1.75,1463.0,944.42,2.0,0,5,0.0,1976,0,Vashon,USA
450000.0,3.0,1.0,2240.0,7725.0,1.0,0,3,1120.0,1942,1999,Seattle,USA
905000.0,4.0,2.75,3440.0,7661.0,2.0,0,3,0.0,2014,0,Kirkland,USA
293000.0,3.0,1.0,1910.0,3481.0,1.0,0,3,0.0,1965,1993,Burien,USA
363000.0,3.0,2.5,3753.0,7204.0,2.0,0,3,417.0,2004,2003,Issaquah,USA
345000.0,3.0,1.0,970.0,5750.0,1.0,0,3,0.0,1954,2005,Shoreline,USA
375900.0,4.0,2.5,2550.0,33740.0,1.0,0,3,800.0,1985,0,Redmond,USA
635000.0,4.0,1.75,3350.0,4007.0,1.0,2,3,800.0,1954,2005,Seattle,USA
416286.0,4.0,2.0,1408.0,989.0,1.0,0,5,0.0,1967,0,Inglewood-Finn Hill,USA
398000.0,3.0,1.5,723.8,10945.0,1.5,0,3,0.0,1955,2005,Shoreline,USA
560000.0,3.0,1.5,1900.0,8744.0,1.0,0,3,0.0,1965,1993,Seattle,USA
374950.0,3.0,1.0,1390.0,1484.0,1.0,0,3,0.0,1949,1998,Shoreline,USA
367500.0,2.0,2.5,3110.0,7231.0,2.0,0,3,0.0,2006,0,Redmond,USA
660000.0,3.0,2.0,2340.0,2970.0,1.0,0,3,180.0,1989,0,Auburn,USA
711600.0,3.0,3.25,3580.0,9316.0,2.0,0,3,1210.0,2006,0,Renton,USA
346000.0,3.0,1.5,1270.0,8100.0,1.0,0,3,390.0,1973,2013,Auburn,USA
725000.0,3.0,1.5,3690.0,8837.0,1.0,0,4,0.0,1958,1972,Kent,USA
538000.0,3.0,2.5,1460.0,7200.0,2.0,0,3,200.0,2003,0,Maple Valley,USA
1864549.999999997,3.0,1.75,4440.0,6480.0,1.0,0,4,1300.0,1968,0,Auburn,USA
417250.0,4.0,1.5,1606.0,1452.0,1.0,0,3,0.0,1963,2008,Auburn,USA
335000.0,3.0,2.75,1940.0,4927.0,1.0,0,4,0.0,1972,0,Sammamish,USA
305000.0,4.0,2.5,950.0,13475.0,2.0,0,3,0.0,2005,0,Kent,USA
430000.0,4.0,2.25,3890.0,7140.0,2.0,0,4,1500.0,1977,0,Woodinville,USA
253000.0,3.0,2.5,1250.0,10122.0,2.0,0,4,0.0,1989,0,Newcastle,USA
550000.0,4.0,2.5,2160.0,5005.0,1.0,0,3,730.0,1963,2008,Bellevue,USA
305000.0,5.0,1.0,1000.0,944.42,1.5,0,4,0.0,1926,1993,Seattle,USA
439990.0,2.0,2.0,1930.0,1348.0,1.0,0,3,630.0,2004,2003,Redmond,USA
333000.0,3.0,2.5,1580.0,7800.0,2.0,0,3,0.0,2011,0,Kenmore,USA
377691.0,3.0,1.75,2120.0,8399.0,1.0,0,4,800.0,1967,0,Federal Way,USA
400000.0,5.0,3.25,1470.0,6120.0,2.0,0,3,0.0,2007,0,Mercer Island,USA
309000.0,4.0,2.5,1800.0,2700.0,2.0,0,3,0.0,2004,2003,Kent,USA
1864549.999999997,5.0,2.75,4684.299999999998,37325.0,1.0,0,5,1540.0,1968,0,Issaquah,USA
835000.0,2.0,1.0,3030.0,29163.0,1.5,0,4,0.0,1909,1989,Seattle,USA
749950.0,3.0,2.5,3110.0,35235.0,2.0,0,3,0.0,1988,2000,Bellevue,USA
1295648.0,4.0,2.25,4684.299999999998,28008.0,1.5,0,4,0.0,1929,0,Seattle,USA
1864549.999999997,3.0,1.0,4430.0,21000.0,1.5,0,3,0.0,1954,2005,Seattle,USA
385000.0,4.0,2.5,1710.0,11500.0,2.0,0,3,500.0,1987,2000,Auburn,USA
899950.0,4.0,2.5,3290.0,5414.0,2.0,0,3,930.0,1997,0,Sammamish,USA
394500.0,4.0,2.5,3002.0,6042.0,2.0,0,3,0.0,1978,0,Duvall,USA
680000.0,3.0,1.75,2500.0,4950.0,1.0,0,4,0.0,1924,0,Seattle,USA
548800.0,3.0,2.5,1660.0,4704.0,2.0,0,3,400.0,2003,0,Federal Way,USA
478000.0,4.0,2.75,1280.0,2580.0,1.5,0,3,0.0,1903,2005,Seattle,USA
316500.0,3.0,2.25,2150.0,6807.0,2.0,0,3,0.0,1977,2004,Kirkland,USA
670000.0,4.0,2.0,2700.0,1438.0,1.0,0,3,1420.0,1900,2005,Seattle,USA
287600.0,4.0,2.5,1950.0,8251.0,2.0,0,3,0.0,2001,0,Duvall,USA
1702500.0,3.0,2.5,4684.299999999998,23716.0,1.0,0,4,1540.0,1951,1999,Seattle,USA
1690000.0,4.0,3.5,3400.0,8965.0,2.0,0,3,1540.0,2007,0,Bellevue,USA
809000.0,4.0,3.0,1840.0,4337.0,2.0,0,3,0.0,1991,0,Bothell,USA
210000.0,4.0,2.0,2180.0,28710.0,1.0,0,4,1000.0,1967,0,Redmond,USA
247000.0,4.0,2.5,1580.0,7941.0,1.5,0,4,0.0,1966,0,Bellevue,USA
732000.0,4.0,2.5,1940.0,55756.0,2.0,0,3,0.0,1996,0,Kenmore,USA
627000.0,4.0,2.25,1990.0,7712.0,1.0,0,3,780.0,1963,2008,Kenmore,USA
350000.0,3.0,2.5,1780.0,16290.0,1.0,0,3,0.0,1969,2010,Kirkland,USA
866000.0,3.0,1.75,3990.0,9786.0,1.0,0,3,0.0,1978,0,Maple Valley,USA
1020000.0,3.0,2.25,3770.0,8501.0,2.0,0,3,0.0,1990,2009,Kent,USA
561000.0,3.0,2.0,2570.0,5250.0,1.0,0,5,0.0,1952,1998,Renton,USA
570000.0,3.0,1.0,1540.0,4025.0,1.0,0,3,350.0,1969,2010,Renton,USA
290000.0,4.0,2.75,1700.0,7280.0,2.0,0,4,0.0,1985,0,Woodinville,USA
335000.0,4.0,3.0,1750.0,8476.0,2.0,2,3,510.0,1980,0,Mercer Island,USA
1149000.0,4.0,2.25,4684.299999999998,11533.0,1.5,0,4,990.0,1968,0,Mercer Island,USA
712000.0,5.0,3.5,1250.0,4620.0,2.0,2,3,100.0,1984,0,Bellevue,USA
772000.0,4.0,2.5,1640.0,1204.0,2.0,0,3,0.0,2008,0,Renton,USA
213000.0,2.0,1.0,1980.0,9000.0,1.0,3,4,500.0,1928,0,Vashon,USA
890000.0,3.0,1.0,4420.0,5750.0,1.0,0,4,1010.0,1969,0,Kent,USA
450000.0,3.0,1.0,2400.0,7693.0,1.0,0,3,0.0,1958,2004,Tukwila,USA
365000.0,3.0,2.0,1720.0,99916.0,1.0,0,5,0.0,1977,0,Renton,USA
423050.925926,2.0,2.0,890.0,4590.0,1.5,2,5,0.0,1928,1970,Seattle,USA
425000.0,2.0,1.0,1580.0,39189.0,1.0,0,4,400.0,1950,1983,Burien,USA
362750.0,3.0,1.0,1240.0,3000.0,1.0,0,3,0.0,1969,2010,Woodinville,USA
275000.0,4.0,2.5,1080.0,6000.0,1.0,0,3,0.0,1921,1968,Shoreline,USA
342000.0,3.0,2.5,1260.0,6826.0,2.0,0,3,540.0,1999,0,Lake Forest Park,USA
315368.7,4.0,2.5,3080.0,12476.0,2.0,0,3,0.0,2014,0,Shoreline,USA
289987.5,3.0,1.75,1570.0,15330.0,1.0,0,3,490.0,1979,2014,Redmond,USA
861990.0,4.0,1.75,3595.0,5639.0,1.0,0,4,0.0,1940,2001,Kent,USA
750000.0,3.0,1.75,3190.0,11597.0,2.0,0,3,890.0,1982,0,North Bend,USA
420850.0,4.0,1.75,960.0,40946.0,1.0,0,3,0.0,1955,2005,Seattle,USA
235000.0,2.0,1.0,1840.0,9697.0,1.0,0,1,340.0,1928,0,Seattle,USA
389250.0,4.0,2.75,1490.0,4080.0,1.0,0,4,560.0,1956,0,Kirkland,USA
225000.0,3.0,2.5,1400.0,7384.0,2.0,0,3,250.0,1986,0,Redmond,USA
438000.0,4.0,2.75,1520.0,6380.0,1.0,0,3,730.0,1967,2011,Lake Forest Park,USA
235000.0,6.0,2.75,1590.0,13000.0,2.0,3,3,0.0,1931,0,Seattle,USA
370000.0,3.0,1.75,1650.0,8254.0,1.0,2,3,590.0,1925,2011,Seattle,USA
390000.0,4.0,2.25,1900.0,76877.0,1.0,0,4,0.0,1948,0,Seattle,USA
680000.0,3.0,1.75,1780.0,5720.0,1.0,0,4,800.0,1986,0,Kirkland,USA
1250000.0,2.0,1.0,2920.0,5500.0,1.0,0,4,890.0,1925,1968,Seattle,USA
619850.0,4.0,2.0,2270.0,9247.0,1.0,0,3,770.0,1955,2010,Bellevue,USA
744000.0,4.0,2.5,2830.0,13059.0,2.0,0,3,0.0,2001,0,Kent,USA
292285.714286,5.0,2.25,1890.0,13860.0,2.0,0,4,0.0,1990,0,Covington,USA
545000.0,3.0,2.5,2030.0,11585.0,2.0,0,3,440.0,2002,0,Sammamish,USA
685000.0,2.0,1.0,2770.0,45514.0,1.0,0,3,0.0,1933,0,Seattle,USA
380000.0,2.0,1.0,2540.0,6365.0,1.0,0,3,670.0,1955,2005,Seattle,USA
355000.0,6.0,2.75,1280.0,959.0,1.0,0,4,0.0,1974,0,Redmond,USA
1695000.0,3.0,2.5,3170.0,3000.0,2.0,0,3,1180.0,2010,0,Redmond,USA
965000.0,4.0,2.0,3160.0,34560.0,1.0,0,4,0.0,1942,1982,Seattle,USA
266000.0,3.0,1.0,1995.0,7102.0,1.0,0,4,0.0,1959,0,Renton,USA
403000.0,6.0,2.0,1100.0,3598.0,1.0,0,3,0.0,1952,2008,Seattle,USA
430000.0,2.0,1.0,1360.0,5120.0,1.0,0,3,450.0,1978,0,Redmond,USA
615000.0,3.0,1.0,2150.0,9070.0,1.0,0,2,0.0,1949,0,Seattle,USA
812650.0,3.0,1.0,3700.0,21755.0,1.0,0,3,1080.0,1954,2005,Shoreline,USA
291500.0,2.0,1.0,880.0,9238.0,1.0,0,3,0.0,1958,2004,Renton,USA
317000.0,5.0,2.25,1160.0,8813.0,2.0,0,4,0.0,1981,0,Bellevue,USA
880000.0,2.0,1.75,3220.0,4392.0,1.0,0,3,900.0,1972,2002,Auburn,USA
544000.0,4.0,2.5,1460.0,1613.0,1.0,0,4,280.0,1976,1992,Woodinville,USA
399000.0,3.0,1.75,2870.0,9292.0,1.0,0,4,330.0,1951,1999,Bellevue,USA
400000.0,5.0,3.0,1240.0,3867.0,1.0,0,3,440.0,1964,2000,Seattle,USA
310000.0,3.0,1.75,2070.0,37904.0,2.0,0,3,650.0,1982,0,Kent,USA
295000.0,2.0,1.0,723.8,2500.0,1.0,0,1,0.0,1928,0,Snoqualmie,USA
275000.0,2.0,2.0,1170.0,14149.0,1.0,0,3,290.0,1944,0,Seattle,USA
1405000.0,3.0,2.0,3410.0,10769.0,1.0,0,3,0.0,2004,2003,Seattle,USA
1285000.0,3.0,3.75,3240.0,10800.0,2.0,2,4,980.0,1951,1999,Seattle,USA
437500.0,3.0,1.5,3690.0,11928.0,1.0,0,4,1150.0,1957,2001,Renton,USA
565000.0,3.0,2.5,2470.0,7447.0,2.0,2,3,0.0,1913,1992,Seattle,USA
270000.0,5.0,2.5,1500.0,6337.0,1.0,0,3,0.0,1966,1963,Shoreline,USA
507500.0,5.0,3.0,1990.0,9594.0,2.5,0,5,800.0,1902,0,Seattle,USA
84573.0,3.0,2.5,1520.0,9030.0,2.0,0,3,0.0,2006,0,Snoqualmie,USA
622500.0,3.0,2.0,3320.0,23760.0,2.0,0,5,1130.0,1948,1985,Seattle,USA
514000.0,4.0,2.5,1720.0,5899.0,2.0,0,3,500.0,1999,0,Shoreline,USA
305000.0,3.0,2.5,1160.0,11776.0,1.0,0,3,0.0,1954,2005,Shoreline,USA
274500.0,3.0,2.25,1720.0,9000.0,3.0,0,3,400.0,2010,0,Seattle,USA
137124.0,3.0,2.5,960.0,27442.0,2.0,0,3,0.0,1992,0,Issaquah,USA
578000.0,3.0,1.75,3140.0,9225.0,1.0,0,4,1370.0,1978,2000,Sammamish,USA
90000.0,4.0,2.25,790.0,2640.0,1.0,0,3,0.0,1984,0,Kent,USA
465000.0,5.0,2.5,1840.0,5752.0,2.0,0,3,0.0,1991,0,Federal Way,USA
585000.0,4.0,1.75,3000.0,42200.0,1.0,0,4,1500.0,1979,0,Redmond,USA
242500.0,4.0,2.5,1200.0,9720.0,2.0,0,3,0.0,2009,0,Auburn,USA
600000.0,4.0,2.25,2190.0,9072.0,1.0,1,3,1080.0,1958,2004,Des Moines,USA
800000.0,4.0,3.5,1700.0,4400.0,2.0,0,3,0.0,2005,0,Kent,USA
472000.0,2.0,1.75,4410.0,14034.0,1.0,0,4,1540.0,1963,0,Covington,USA
295000.0,3.0,1.75,2290.0,4539.0,1.0,1,4,0.0,1962,0,Des Moines,USA
350000.0,4.0,2.5,1260.0,1347.0,2.0,0,3,0.0,2000,0,Bellevue,USA
505000.0,3.0,2.5,2790.0,5602.0,3.0,0,3,0.0,2002,0,Seattle,USA
949880.0,2.0,1.0,2290.0,10687.0,1.0,0,4,0.0,1947,1988,Seattle,USA
236000.0,5.0,3.5,2000.0,5827.0,3.0,2,3,0.0,2013,1923,Seattle,USA
585000.0,2.0,1.0,1910.0,1501.0,1.0,0,3,380.0,1943,2002,Burien,USA
680000.0,4.0,3.0,2330.0,4000.0,1.0,0,4,810.0,1968,0,Redmond,USA
703000.0,4.0,2.5,1360.0,5980.0,2.0,0,3,0.0,1988,2000,Woodinville,USA
1105000.0,4.0,3.0,2740.0,4000.0,1.5,0,5,810.0,1916,0,Seattle,USA
435000.0,3.0,2.5,1060.0,3036.0,1.0,0,3,0.0,1959,1989,Seattle,USA
550000.0,4.0,2.5,2170.0,9600.0,1.0,0,4,710.0,1977,0,Kent,USA
565000.0,3.0,1.75,3130.0,108900.0,1.5,0,4,0.0,1918,1985,Enumclaw,USA
605000.0,1.0,1.0,2620.0,7553.0,1.0,0,3,0.0,1908,1988,Seattle,USA
436500.0,4.0,2.0,1260.0,5000.0,1.0,0,4,220.0,1955,2009,Bellevue,USA
490000.0,4.0,2.25,880.0,6380.0,2.0,0,4,0.0,1977,0,Bellevue,USA
1110000.0,3.0,2.0,3350.0,4000.0,1.0,0,3,840.0,1986,0,Renton,USA
413800.0,3.0,2.5,1440.0,4421.0,1.0,0,3,0.0,2000,0,Woodinville,USA
1297000.0,4.0,2.75,2630.0,9420.0,1.5,0,3,120.0,1927,2013,Seattle,USA
334000.0,4.0,2.5,2210.0,6080.0,2.0,0,3,800.0,1995,0,Seattle,USA
300000.0,3.0,1.75,1510.0,7066.0,1.0,1,5,280.0,1910,0,Seattle,USA
665000.0,3.0,1.75,2190.0,10370.0,1.0,0,3,0.0,2013,1923,Snoqualmie,USA
365000.0,3.0,2.5,1310.0,8160.0,2.0,0,3,0.0,2009,0,Renton,USA
435000.0,3.0,1.0,800.0,5000.0,1.0,0,4,0.0,1947,1988,Seattle,USA
672500.0,2.0,1.0,2400.0,5300.0,1.0,1,3,1150.0,1943,2002,Vashon,USA
260000.0,2.0,1.0,1420.0,14850.0,1.0,0,3,400.0,1918,0,Tukwila,USA
300000.0,3.0,1.0,1220.0,13000.0,1.5,0,4,0.0,1926,1993,Seattle,USA
552000.0,3.0,2.5,1430.0,5000.0,2.0,0,3,350.0,2005,0,Snoqualmie,USA
280000.0,3.0,1.0,1720.0,1916.0,1.5,2,3,0.0,1928,1954,Seattle,USA
1864549.999999997,3.0,1.75,4684.299999999998,26211.0,1.0,0,4,730.0,1980,0,Kent,USA
482000.0,3.0,2.75,2420.0,7307.0,1.0,0,4,0.0,1967,0,Mercer Island,USA
286000.0,4.0,2.0,1100.0,944.42,1.0,0,4,320.0,1942,1982,Renton,USA
900000.0,4.0,1.75,3180.0,12600.0,1.5,0,3,0.0,1914,1993,Seattle,USA
310000.0,3.0,1.0,1050.0,9876.0,1.0,0,3,0.0,1958,2004,Kent,USA
646000.0,3.0,2.0,2310.0,4079.0,1.0,0,3,0.0,1959,1989,Seattle,USA
1462497.0,3.0,2.5,3840.0,4800.0,2.0,0,3,1090.0,2006,0,Bothell,USA
300000.0,3.0,2.25,2760.0,6000.0,2.0,0,3,0.0,1984,0,Renton,USA
471000.0,3.0,2.0,1240.0,6417.0,1.5,0,3,0.0,1929,0,Seattle,USA
885000.0,4.0,1.5,2830.0,5000.0,1.0,0,3,0.0,1959,1989,Shoreline,USA
268500.0,4.0,2.75,2100.0,4237.0,1.0,0,3,0.0,1967,2011,Woodinville,USA
252350.0,4.0,4.25,1650.0,7352.0,2.0,0,3,490.0,2005,0,Auburn,USA
340000.0,4.0,2.75,2120.0,13090.0,1.5,0,3,0.0,1912,2000,Seattle,USA
152000.0,4.0,2.5,1090.0,3264.0,1.0,0,4,0.0,1978,2000,Des Moines,USA
259000.0,4.0,1.75,1550.0,3569.0,1.0,0,3,0.0,1976,0,Kirkland,USA
512500.0,4.0,2.0,1900.0,7604.0,1.5,0,4,0.0,1923,0,Seattle,USA
550000.0,4.0,4.25,4150.0,16197.0,2.0,0,4,0.0,1939,1987,Federal Way,USA
618500.0,3.0,1.0,1800.0,5000.0,1.0,0,3,720.0,1959,1989,Seattle,USA
432500.0,4.0,1.75,1980.0,5100.0,1.0,0,5,710.0,1960,0,Covington,USA
1700000.0,3.0,1.75,2810.0,18731.0,1.0,0,4,0.0,1969,0,Renton,USA
300000.0,4.0,3.5,2680.0,15508.0,2.0,0,3,0.0,1986,0,Federal Way,USA
890000.0,3.0,3.5,2550.0,4000.0,2.0,0,3,180.0,2008,0,Seattle,USA
580000.0,2.0,1.5,1850.0,5100.0,3.0,0,3,830.0,2008,0,Seattle,USA
84573.0,4.0,3.5,2600.0,5390.0,2.0,0,3,1300.0,1990,2009,Bellevue,USA
440000.0,4.0,1.5,1560.0,7207.0,1.5,0,4,310.0,1929,0,Seattle,USA
375000.0,4.0,2.0,960.0,8106.0,2.0,0,3,0.0,1942,1983,Renton,USA
264270.0,2.0,1.75,1630.0,7700.0,1.5,2,3,510.0,1925,2000,Seattle,USA
525000.0,4.0,2.25,1450.0,4000.0,1.0,0,3,500.0,1969,2010,Bellevue,USA
280000.0,4.0,1.5,1010.0,3000.0,1.5,0,3,0.0,1946,0,Seattle,USA
681965.78125,3.0,3.5,2683.0,40386.0,2.0,0,3,0.0,2004,2003,Seattle,USA
751750.0,4.0,2.75,1880.0,5400.0,1.0,0,4,0.0,1978,2000,Mercer Island,USA
600000.0,3.0,1.75,1740.0,7700.0,1.0,0,3,0.0,1979,2014,North Bend,USA
458000.0,3.0,1.75,1660.0,7500.0,1.0,0,3,600.0,1987,2000,Kirkland,USA
270000.0,3.0,3.25,1780.0,81021.0,2.0,0,3,0.0,2008,0,Seattle,USA
275000.0,3.0,1.5,1200.0,7800.0,1.0,0,4,0.0,1949,1985,Seattle,USA
359000.0,4.0,2.5,1550.0,4980.0,2.0,0,3,470.0,2005,0,Bellevue,USA
712500.0,2.0,2.0,1660.0,8797.0,1.0,0,3,0.0,1940,1996,Seattle,USA
545000.0,3.0,1.75,2090.0,6023.0,1.0,0,3,0.0,1973,2013,Seattle,USA
381500.0,6.0,3.0,900.0,2910.0,2.5,0,4,0.0,1906,1990,Seattle,USA
470000.0,3.0,1.75,2380.0,17199.0,1.0,0,4,850.0,1977,0,Renton,USA
381000.0,4.0,2.25,1800.0,6000.0,1.0,3,3,900.0,1976,0,Mercer Island,USA
699900.0,4.0,3.5,2190.0,11500.0,2.0,0,3,760.0,2003,0,Redmond,USA
